"Fin d&#39;un CDD","Le contrat à durée déterminée (CDD) s&#39;achève parce soit parce qu&#39;il arrive à son terme, soit parce qu&#39;il fait l&#39;objet d&#39;une rupture anticipée. La fin du CDD peut entraîner le versement d&#39;indemnités."
"Droits du salarié en contrat de travail à durée déterminée (CDD)","En cours de contrat, la plupart des dispositions applicables aux salariés en <abbr tabindex=""0"" data-sigle=""R24389"">CDI</abbr> concernent également les salariés en <abbr tabindex=""0"" data-sigle=""R2454"">CDD</abbr>. Des dispositions spécifiques peuvent toutefois être prévues dans certains cas."
"Taxe d&#39;habitation","La taxe d&#39;habitation est un impôt local qui dépend des caractéristiques de votre logement, de sa localisation et de votre situation personnelle (revenus, composition du foyer...) au 1<sup>er</sup> janvier. Vous devez la payer si vous êtes propriétaire, locataire ou occupant à titre gratuit de votre habitation principale et de votre éventuelle résidence secondaire. Vous pouvez bénéficier d&#39;exonération dans certains cas, notamment en fonction de vos ressources financières."
"Peut-on conduire un scooter ou une moto 125 avec le permis B ?","Oui, sous réserve de respecter plusieurs conditions."
"Un étudiant a-t-il droit au RSA ?","Non, le <abbr tabindex=""0"" data-sigle=""R24554"">RSA</abbr> n&#39;est pas ouvert aux étudiants sauf dans certaines situations liées à l&#39;activité professionnelle ou à votre situation familiale."
"Droits de douane des achats effectués à l&#39;étranger","Si vous avez réalisé des achats personnels pendant un voyage <dfn><a href=""https://www.service-public.fr/particuliers/glossaire/R41270"" data-definition=""R41270"" data-xiti-name=""Particuliers::Vos_droits::Navigation_Directe::en_Union_européenne"">en Union européenne</a></dfn>, vous n&#39;aurez pas à remplir de déclaration, ni à payer de droits et taxes à votre retour en France."
"Impôt sur le revenu : moyens de paiement"," Vous pouvez choisir votre mode de paiement de l&#39;impôt sur le revenu. Cependant, lorsque le montant de votre acompte ou du solde dépasse <span class=""prix"">1 000 €</span>, vous devez payer directement en ligne ou par prélèvements automatiques. "
"Taxe foncière sur les propriétés bâties (TFPB)","La taxe foncière sur les propriétés bâties (TFPB) est due par les propriétaires ou usufruitiers de propriétés bâties. Des exonérations liées à la propriété et à la personne propriétaire peuvent s&#39;appliquer, notamment en cas de faibles revenus. L&#39;administration fiscale calcule le montant de la taxe. Vous n&#39;avez pas de démarche déclarative à faire sauf si vous demandez une exonération ou en cas de construction nouvelle ou de changement dans la consistance ou l&#39;affectation de vos propriétés."
"Salarié expatrié à l&#39;étranger","Le salarié du secteur privé peut être amené à exercer son activité professionnelle à l&#39;étranger, sous le statut d&#39;expatrié. Dans ce cas, il peut ou non relever du droit du travail français."
"Travailleur à domicile","Un chef d&#39;entreprise peut faire réaliser certains travaux hors de son établissement par un ou plusieurs travailleurs à domicile. Le chef d’entreprise est qualifié de donneur d&#39;ouvrage. Le travailleur à domicile a la qualité de salarié. Il bénéficie d&#39;un statut particulier. La personne qui effectue du télétravail ne relève pas forcément de la réglementation sur les travailleurs à domicile."
"Taxe foncière sur les propriétés bâties (TFPB)","La taxe foncière sur les propriétés bâties (TFPB) est due par les propriétaires ou usufruitiers de propriétés bâties. Des exonérations liées à la propriété et à la personne propriétaire peuvent s&#39;appliquer, notamment en cas de faibles revenus. L&#39;administration fiscale calcule le montant de la taxe. Vous n&#39;avez pas de démarche déclarative à faire sauf si vous demandez une exonération ou en cas de construction nouvelle ou de changement dans la consistance ou l&#39;affectation de vos propriétés."
"Comment déterminer son domicile fiscal ?","Que vous soyez français ou étranger, vous êtes considéré comme ayant votre domicile fiscal en France si vous remplissez l&#39;un des critères suivants :"
"Impôt sur le revenu : moyens de paiement"," Vous pouvez choisir votre mode de paiement de l&#39;impôt sur le revenu. Cependant, lorsque le montant de votre acompte ou du solde dépasse <span class=""prix"">1 000 €</span>, vous devez payer directement en ligne ou par prélèvements automatiques. "
"Peut-on passer par le terrain voisin pour des travaux chez soi (tour d&#39;échelle) ?","Oui, à la condition d&#39;obtenir l&#39;accord préalable de votre voisin. À défaut, il faut saisir le juge pour obtenir un droit de passage temporaire."
"Sapeur-pompier volontaire","Si vous souhaitez devenir sapeur-pompier volontaire (SPV), vous devez remplir plusieurs conditions (âge, aptitude physique etc.). Vous vous engagez pour une période de 5 ans renouvelable tacitement. La formation comprend une formation initiale et continue. Les missions du SPV sont la sauvegarde des personnes, des biens et de l&#39;environnement. Les sapeurs-pompiers volontaires sont indemnisés. Vous pouvez suspendre votre engagement pour raisons personnelles."
"Temps de travail du salarié : horaires individualisés","L&#39;employeur est autorisé à déroger à la règle de l&#39;horaire collectif de travail et à pratiquer des horaires individualisés pour répondre aux demandes de certains salariés. Leur mise en place doit se faire dans le respect de certaines conditions."
"Temps de travail du salarié : aménagement des horaires","Si l&#39;entreprise alterne périodes de haute et de basse activité, elle peut prévoir un aménagement des temps de travail, sur une période supérieure à la semaine et fixée au maximum à 3 ans. Durant cette période, le salarié peut être amené à travailler soit plus de 35 heures par semaine, soit moins, en fonction de l&#39;activité de l&#39;entreprise. Les conditions de mise en place de l&#39;aménagement des horaires varient selon qu&#39;il est prévu soit par un accord collectif, soit directement par l&#39;employeur."
"Maison : création d&#39;ouverture (fenêtres, balcons, terrasses...)","Vous avez le droit de créer des ouvertures dans votre maison (fenêtres, portes, balcons...). Toutefois, il convient de respecter certaines règles de distance vis-à-vis des propriétés voisines si vos travaux permettent de voir dans leur jardin ou dans certaines pièces de leurs maisons."
"Une femme mariée peut-elle garder son nom de famille (&quot;nom de jeune fille&quot;) ?","Oui. En se mariant, une femme conserve son <dfn><a href=""https://www.service-public.fr/particuliers/glossaire/R10114"" data-definition=""R10114"" data-xiti-name=""Particuliers::Vos_droits::Navigation_Directe::nom_de_famille"">nom de famille</a></dfn>."
"Convention collective","La convention collective contient les règles particulières du droit du travail applicable à un secteur donné (contrat de travail, hygiène, congés, salaires, classification, licenciement, etc.). Elle est conclue par les organisations syndicales représentatives des salariés et les organisations ou groupements d&#39;employeurs. Son champ d&#39;application est variable. L&#39;employeur doit l&#39;appliquer, sauf cas particulier."
"Droits de succession : déclaration","Vous devez effectuer une déclaration de succession si vous héritez. Cette déclaration devra être transmise à l&#39;administration fiscale afin notamment qu&#39;elle détermine si vous devez payer des impôts sur cette succession."
"Comment faire pour accéder à internet sans abonnement ?","Il est possible d&#39;accéder à internet sans abonnement et même gratuitement dans plusieurs lieux et bâtiments publics."
"Doit-on déclarer l&#39;achat d&#39;une télévision aux Impôts ?","Non. Lorsque vous achetez une télévision ou un dispositif assimilé (lecteur de DVD par exemple), le commerçant vous fait remplir une déclaration qu&#39;il doit adresser lui-même à l&#39;administration fiscale."
"Démission d&#39;un salarié","La démission vous permet de rompre votre contrat de travail de votre propre initiative. Cependant, pour être valable, elle doit respecter certaines conditions. Vous devez prévenir votre employeur de votre volonté de démissionner. Sauf en cas de dispense, vous poursuivez votre activité jusqu&#39;au terme du préavis de démission."
"Reçu pour solde de tout compte","Le solde de tout compte est établi par l&#39;employeur et remis (contre reçu) au salarié qui quitte son emploi. Il est dû au salarié pour tout type de contrat de travail (<abbr tabindex=""0"" data-sigle=""R24389"">CDI</abbr>, <abbr tabindex=""0"" data-sigle=""R2454"">CDD</abbr>, contrat temporaire), quel que soit le motif de la rupture (démission, licenciement...)."
"Certificat de travail","Le certificat de travail est un document remis par l&#39;employeur au salarié à la date de fin du contrat de travail. Il est dû au salarié pour tout type de contrat de travail (<abbr tabindex=""0"" data-sigle=""R24389"">CDI</abbr>, <abbr tabindex=""0"" data-sigle=""R2454"">CDD</abbr>...), quel que soit le motif de la rupture (démission, licenciement...)."
"Contribution à l&#39;audiovisuel public (redevance télé)","Vous devez payer la contribution à l&#39;audiovisuel public si vous êtes imposable à la taxe d&#39;habitation et que vous occupez, au 1<sup>er</sup> janvier de l&#39;année d&#39;imposition, un logement équipé d&#39;un téléviseur ou un dispositif assimilé. Certaines personnes peuvent bénéficier d&#39;une exonération."
"Peut-on percevoir l&#39;allocation chômage en cas de démission ?","En principe, vous ne bénéficiez pas de l&#39;allocation de retour à l&#39;emploi (ARE) si vous démissionnez. Toutefois, dans certains cas précis, votre démission peut être considérée comme légitime par Pôle emploi et ouvre droit à l&#39;ARE dans les conditions habituelles. Si votre démission ne peut pas être considérée comme légitime, vous pouvez demander un réexamen ultérieur de votre dossier, ou éventuellement bénéficier d&#39;un reliquat de droits à l&#39;ARE."
"Qu&#39;est-ce qu&#39;un congé de solidarité internationale ?","Le congé de solidarité internationale (CSI) permet à un salarié de participer à une mission d&#39;entraide à l&#39;étranger. Pendant le congé, le salarié n&#39;est pas rémunéré. Le CSI peut être refusé par l&#39;employeur si l&#39;absence est susceptible d&#39;avoir des conséquences préjudiciables à la bonne marche de l&#39;entreprise. Les règles différent selon que l&#39;entreprise relève ou non d&#39;une convention collective ou accord collectif ou accord de branche."
"Délégué du personnel (DP)","Toute entreprise d&#39;au moins 11 salariés doit organiser l&#39;élection de délégués du personnel (DP). Leur nombre varie en fonction de l&#39;effectif de l&#39;entreprise. Le délégué est notamment chargé de représenter les salariés et leurs réclamations auprès de l&#39;employeur. Pour exercer ses missions, il dispose de divers moyens d&#39;action (heures de délégation, déplacement hors de l&#39;entreprise, local...)."
"Comité d&#39;entreprise (CE)","Toute entreprise d&#39;au moins 50 salariés doit mettre en place un comité d&#39;entreprise (CE). Il est composé de représentants du personnel et syndicaux, ayant un mandat de 4 ans maximum. Il est présidé par l&#39;employeur. Il a des attributions économiques, sociales et culturelles. Pour exercer ses missions, le représentant du personnel et syndical dispose d&#39;heures de délégation."
"À quoi sert l&#39;avis d&#39;imposition sur le revenu ?","L&#39;avis d&#39;impôt vous permet de justifier de vos revenus et de vos charges auprès des organismes tiers (banques, administrations, etc.). Vous pouvez aussi utiliser un avis de situation déclarative à l&#39;impôt sur le revenu (Asdir). Si vous êtes non imposable, l&#39;Asdir remplace l&#39;avis de non imposition."
"Quels sont les moyens d&#39;action du comité d&#39;entreprise (CE) ?","Le comité d&#39;entreprise (CE) dispose de subventions et recettes diverses, qu&#39;il utilise pour exercer ses missions. Il peut recourir à divers experts."
"Disponibilité d&#39;un fonctionnaire","La disponibilité est la situation du fonctionnaire qui cesse d&#39;exercer son activité professionnelle pendant une certaine période. Il est placé temporairement hors de son administration d&#39;origine et cesse de bénéficier de sa rémunération et de ses droits à l&#39;avancement et à la retraite. La mise en disponibilité peut intervenir à la demande du fonctionnaire ou à l&#39;initiative de l&#39;administration. Il est soumis à des règles particulières en matière de protection sociale."
"Délégué syndical","Le délégué syndical est un représentant du personnel désigné par un syndicat représentatif dans l&#39;entreprise. C&#39;est par son intermédiaire que le syndicat fait connaître à l&#39;employeur ses réclamations, revendications ou propositions et négocie les accords collectifs. Pour accomplir sa mission, il bénéficie de moyens. Il peut cumuler différents mandats. "
"Médiateur des ministères économiques et financiers : comment y recourir ?","Le médiateur des ministères économiques et financiers est compétent pour vous aider à résoudre vos litiges avec l&#39;administration fiscale."
"Services à la personne : temps de travail du salarié à domicile","La durée du travail, les jours fériés et le repos hebdomadaire du salarié employé à domicile doivent être fixés dans le contrat de travail. Si le salarié travaille au-delà de la durée de travail hebdomadaire, ses heures sont comptabilisées en heures supplémentaires."
"Dans quels cas recourir à l&#39;inspecteur du travail ?","Tout salarié et employeur peut contacter l&#39;unité territoriale de la <abbr href=""#R31466"" tabindex=""0"" data-acronyme=""R31466"">Direccte</abbr> dont dépend l&#39;entreprise. Les agents de contrôle de l&#39;inspection du travail assurent des permanences sur place. En pratique, la saisine est souvent effectuée par les <a href=""https://www.service-public.fr/particuliers/vosdroits/N518"">représentants du personnel</a>."
"Accès gratuit au musée pour les enseignants","Le Pass-éducation permet à tous les personnels de l&#39;éducation nationale (enseignants ou non) en école, collège ou lycée d&#39;accéder gratuitement à certains musées et monuments nationaux."
"Réclamations en matière d&#39;impôt","Si vous contestez le bien fondé ou la régularité de votre impôt, vous pouvez formuler une réclamation par internet, par écrit ou par oral, à condition de respecter certains délais. Déposer une réclamation ne vous dispense pas de payer l&#39;impôt, mais vous pouvez demander un sursis de paiement. En l&#39;absence de réponse dans les 6 mois ou si la réponse ne vous satisfait pas, vous pouvez saisir les tribunaux. "
"Parcours scolaire au lycée général ou technologique","L&#39;orientation est le résultat du processus continu d&#39;élaboration et de réalisation du projet personnel de formation et d&#39;insertion professionnelle de l&#39;élève. Ce processus repose sur le suivi du parcours scolaire de l&#39;élève qui comporte notamment l&#39;évaluation de la progression de ses acquis. Cette évaluation est réalisée par les enseignants, avec la collaboration de l&#39;équipe éducative. Le bilan des acquis est communiqué à l&#39;élève et à ses représentants légaux et figure dans son dossier scolaire."
"Parcours scolaire au collège","La scolarité au collège comprend 2 cycles (le cycle 3 et le cycle 4), le cycle 3 ayant débuté à l&#39;école primaire. À la fin de chaque année scolaire, le conseil de classe prend des décisions d&#39;orientation après un dialogue avec la famille."
"Peut-on bénéficier plusieurs fois d&#39;un prêt à taux zéro (PTZ) ?","Oui, si vous certifiez ne pas avoir été propriétaire de votre résidence principale au cours des 2 années précédant votre demande. Dans certains cas, ce principe comprend des spécificités et aménagements :"
"Saisie sur salaire (ou rémunération)","La saisie sur rémunérations ou sur salaire permet d&#39;obtenir le versement de sommes dues par un débiteur salarié. L&#39;employeur retient, sous conditions, une partie des rémunérations du salarié. Le salarié conserve, dans tous les cas, une somme au moins égale au montant forfaitaire du RSA pour une personne seule. "
"Peut-on voyager à l&#39;étranger avec une carte grise barrée ?","Si la carte grise est barrée, vous ne pouvez en général pas conduire le véhicule à l&#39;étranger. Toutefois, si vous avez acheté un véhicule en France dans le but de l&#39;exporter et que vous allez l&#39;immatriculer dans un autre pays, vérifiez auprès de l&#39;ambassade ou du consulat si ce pays vous permet de circuler avec la carte grise barrée."
"Droit de grève d&#39;un salarié du secteur privé","Le droit de grève est un droit reconnu à tout salarié dans l&#39;entreprise. La grève est définie comme étant la cessation collective et concertée du travail en vue d&#39;appuyer des revendications professionnelles. Elle entraîne une retenue sur le salaire du salarié gréviste (sauf exceptions). "
"Service volontaire européen","Le service volontaire européen (SVE) fait partie du volet jeunesse du programme <span class=""expression""><em>Erasmus +</em></span>, mis en place en janvier 2014 par la Commission européenne. Il permet à des jeunes de s&#39;engager et de participer à des activités dans des domaines tels que la culture, le sport, la protection civile, l&#39;environnement etc. dans un pays de l&#39;Union européenne ou ses voisins. Pour y participer, il faut respecter certaines conditions de nationalité, d&#39;âge et de durée."
"Sport de compétition","Le sport de compétition est géré par les fédérations sportives. Sa pratique est strictement réglementée, notamment en ce qui concerne le dopage. La prise de certains médicaments durant une compétition doit se faire avec une autorisation spécifique."
"Un salarié doit-il récupérer les heures qu&#39;il n&#39;a pas pu effectuer ?","Certains événements dans la vie de l&#39;entreprise peuvent empêcher le salarié de travailler. Dans ce cas, ils peuvent donner lieu à récupération des heures perdues. Celle-ci est possible en cas d&#39;interruption collective du travail liée à l&#39;une des situations suivantes :"
"Sport de loisir ou d&#39;entretien","On peut pratiquer un sport sans participer à des compétitions. Pour ce type d&#39;activité, les clubs sportifs ne bénéficient pas du monopole. D&#39;autres structures collectives (associatives, privées ou publiques) peuvent également les accueillir. Le sport hors compétition peut en outre se pratiquer avec un coach sportif."
"Comment moduler les prélèvements de son impôt?","Vous pouvez modifier vos prélèvements si vous estimez que le montant de votre impôt sur le revenu en 2017 sera différent de celui de 2016. En effet, le montant de vos mensualités ou de vos tiers provisionnels, selon le cas, est calculé à partir de votre impôt réglé en 2016."
"Peut-on désigner une personne pour s&#39;occuper de son enfant après son décès ?","Oui, vous pouvez désigner une personne de votre choix (<dfn><a href=""https://www.service-public.fr/particuliers/glossaire/R38682"" data-definition=""R38682"" data-xiti-name=""Particuliers::Vos_droits::Navigation_Directe::tuteur"">tuteur</a></dfn>) afin qu&#39;après votre décès, elle s&#39;occupe de votre enfant jusqu&#39;à sa majorité."
"Le salarié peut-il revenir sur sa démission ?","Oui, sous conditions."
"Licenciement d&#39;un salarié en arrêt maladie dans le secteur privé","Le licenciement d&#39;un salarié malade est possible uniquement dans certains cas, qui dépendent du motif à l&#39;origine du licenciement. Lorsque le licenciement est possible, la procédure à respecter et les indemnités versées au salarié varient également en fonction du motif à l&#39;origine du licenciement."
"Déposer un dossier devant la commission de surendettement des particuliers","Si une personne ne parvient pas faire face aux dettes qu&#39;elle a accumulées, elle peut saisir la commission de surendettement des particuliers afin d&#39;obtenir le réaménagement ou l&#39;effacement de tout ou partie de ses dettes. Pour cela, il faut constituer un dossier et le remettre à la commission de surendettement. La commission décide alors de la recevabilité du dossier, et notifie sa décision au demandeur."
"Impôt sur le revenu d&#39;un Français vivant à l&#39;étranger","Si vous êtes expatrié, l&#39;imposition dépend de votre domicile fiscal. Ainsi, si votre domicile fiscal se situe hors de France, vous êtes imposable sur vos revenus de source française, sauf exception. En revanche, si votre domicile fiscal reste en France, vous payez l&#39;impôt sur l&#39;ensemble de vos revenus."
"Calcul de l&#39;impôt sur la fortune immobilière (IFI)","Depuis le 1<sup>er</sup> janvier 2018, l&#39;impôt de solidarité sur la fortune (ISF) a été transformé en un impôt sur la fortune immobilière (IFI). L&#39;impôt sur la fortune immobilière est calculé en appliquant un barème progressif au patrimoine immobilier net imposable. Une <dfn><a href=""https://www.service-public.fr/particuliers/glossaire/R49465"" data-definition=""R49465"" data-xiti-name=""Particuliers::Vos_droits::Navigation_Directe::décote"">décote</a></dfn> est prévue pour les patrimoines n&#39;excédant pas un certain seuil. L&#39;IFI est plafonné après réduction d&#39;impôts éventuelles."
"Impôt sur la fortune immobilière (IFI) : personnes concernées","Depuis janvier 2018, l&#39;impôt de solidarité sur la fortune (ISF) est supprimé et remplacé par un impôt sur la fortune immobilière (IFI). Tout particulier est soumis à l&#39;IFI si la valeur nette de son patrimoine immobilier excède <span class=""prix"">1,3 million €</span>. Celui-ci comprend tous les biens et droits immobiliers détenus directement et indirectement au 1<sup>er</sup> janvier. Certains biens sont partiellement ou totalement exonérés. Certaines dettes peuvent être déduites de la valeur de votre patrimoine avant imposition."
"L&#39;administration fiscale peut-elle contrôler une déclaration de succession ?","Oui, l&#39;administration fiscale peut contrôler votre déclaration de succession et réclamer un complément de droits dans un délai appelé <span class=""expression""><em>délai de reprise</em></span>."
"Aide à domicile (services à la personne) : rémunération du salarié","La rémunération du salarié employé à domicile par un particulier employeur se compose d&#39;un salaire de base et d&#39;éléments accessoires (indemnité de présence de nuit, avantages en nature, heures supplémentaires...)."
"Fonction publique : situation de l&#39;agent mis à disposition","La mise à disposition est la situation du fonctionnaire qui change d&#39;emploi, mais demeure dans son cadre d&#39;emploi ou corps d&#39;origine. Cette situation lui permet d&#39;exercer son service dans une administration autre que la sienne. Dans ce cas, il continue à percevoir sa rémunération de son administration d&#39;origine qui gère sa carrière."
"Arrêt maladie : reprise du travail du salarié","À l&#39;issue d&#39;un arrêt de travail pour maladie, vous êtes tenu de reprendre votre travail. Vous pouvez être soumis, selon la durée de l&#39;arrêt, à une visite médicale. La reprise du travail peut avoir lieu à temps partiel, pour raison thérapeutique."
"Moyens de paiement","À l&#39;issue d&#39;un arrêt de travail pour maladie, vous êtes tenu de reprendre votre travail. Vous pouvez être soumis, selon la durée de l&#39;arrêt, à une visite médicale. La reprise du travail peut avoir lieu à temps partiel, pour raison thérapeutique."
"Comment renégocier ou faire racheter son crédit ?","Lorsque les taux d&#39;intérêts baissent, vous pouvez renégocier votre crédit immobilier ou le faire racheter par une autre banque afin d&#39;obtenir des conditions d&#39;emprunt plus favorables."
"Cure thermale du salarié : quelles sont les règles (date, rémunération) ?","Le salarié ne peut pas choisir la date à laquelle il part en cure thermale. La cure thermale a lieu pendant les <a href=""https://www.service-public.fr/particuliers/vosdroits/F2258"">congés payés</a>, sauf :"
"Congé pour enfant malade dans le secteur privé","Le congé pour enfant malade permet de bénéficier de jours de congés pour s&#39;occuper d&#39;un mineur malade ou accidenté, sous conditions."
"Peut-on consulter son dossier fiscal et obtenir une copie de ses déclarations ?","Oui, vous pouvez consulter votre dossier fiscal et obtenir copie de vos déclarations."
"Dans quel délai un supplément d&#39;impôts locaux peut-il être réclamé ?","Si l&#39;administration fiscale constate des erreurs dans l&#39;établissement de votre impôt, elle peut faire les rectifications nécessaires dans un certain délai, appelé <span class=""expression""><em>délai de reprise</em></span>."
"Coût d&#39;un procès","Les frais de justice varient en fonction de la complexité de l&#39;affaire, de sa durée, etc. Ils comportent les frais du procès (frais d&#39;huissier, indemnisation des témoins, etc.) mais également les honoraires d&#39;avocat. La partie perdante peut être condamnée à payer ces frais."
"Interdiction de fumer - Tabagisme","Il est interdit de fumer dans certains lieux publics notamment dans les cafés et restaurants, ainsi que dans les aires de jeux pour enfants. Des espaces fumeurs peuvent être aménagés. Il est également interdit de vapoter dans les transports publics, les établissements scolaires et sur le lieu de travail. De nombreuses possibilités sont offertes aux personnes désireuses d&#39;arrêter de fumer."
"Parcours de soins coordonnés et médecin traitant","Le parcours de soins coordonnés consiste à confier au médecin traitant la coordination des soins pour votre suivi médical. Le parcours de soins garantit une meilleure prise en charge des dépenses de santé. Pour en bénéficier, vous devez choisir et déclarer un médecin traitant."
"Assurance maladie d&#39;une femme enceinte (prise en charge à 100 %)"," Les examens médicaux obligatoires dans le cadre du suivi de votre grossesse (maternité) sont pris en charge à <span class=""prix"">100 %</span> du tarif conventionnel de la sécurité sociale."
"Ticket modérateur, forfait et franchises (Sécurité sociale)","L&#39;assurance maladie (sécurité sociale) ne rembourse pas complètement les frais médicaux. Une partie des dépenses reste à votre charge : ticket modérateur, forfait de 18 euros, participation forfaitaire de 1 €, franchises médicales."
"Tiers payant","Le système du tiers payant dispense le bénéficiaire de l&#39;Assurance maladie de faire l&#39;avance des frais médicaux. Il s&#39;applique aux personnes dans certaines situations (bénéficiaire de la CMUC, de l&#39;ACS ou de l&#39;AME, victime d&#39;un accident du travail, atteint d&#39;une affectation de longue durée (ALD) par exemple)."
"Accord préalable de la Sécurité sociale (Assurance maladie)","La prise en charge de certains actes ou prestations est soumis à l&#39;accord préalable de la caisse d&#39;assurance maladie."
"Examen de prévention en santé (ex-bilan de santé)","Vous pouvez bénéficier d&#39;un examen de prévention en santé (anciennement <span class=""expression""><em>bilan de santé gratuit</em></span>), si vous dépendez du régime général de sécurité sociale ou de la Mutualité sociale agricole (MSA). Cet examen est également proposé aux assurés de certains autres régimes. Le bilan peut permettre de dépister des maladies ignorées ou cachées."
"Accident du travail : démarches à effectuer","Si vous êtes victime d&#39;un accident du travail, vous devez le déclarer auprès de votre employeur et faire constater vos blessures par un médecin. Ces démarches vous permettent de bénéficier de la prise en charge à <span class=""prix"">100 %</span> des frais médicaux liés à l&#39;accident. Votre employeur est tenu de déclarer l&#39;accident à la caisse primaire d&#39;assurance maladie (CPAM) dont vous dépendez."
"Quelles règles faut-il respecter pour construire un puits dans son jardin ?","Avant d&#39;envisager la construction d&#39;un puits, vous devez obligatoirement déclarer votre projet auprès des exploitants de réseaux souterrains par le biais d&#39;un téléservice."
